gbifID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship
1438492756,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492755,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,,,GENUS,"Rhinodrilus Perrier, 1872",Rhinodrilus,
1438492754,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492753,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492752,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492751,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492750,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492749,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492748,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492747,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492746,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492745,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492744,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492743,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492742,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492741,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492740,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492739,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossodrilus,,,GENUS,"Glossodrilus Cognetti de Martiis, 1905",Glossodrilus,
1438492738,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492737,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossodrilus,,,GENUS,"Glossodrilus Cognetti de Martiis, 1905",Glossodrilus,
1438492736,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492735,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492734,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492733,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492732,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492731,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492730,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492729,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492728,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossodrilus,,,GENUS,"Glossodrilus Cognetti de Martiis, 1905",Glossodrilus,
1438492727,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492726,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492725,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492724,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,,,GENUS,"Rhinodrilus Perrier, 1872",Rhinodrilus,
1438492723,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492722,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492721,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492720,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492719,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Diaguita,,,GENUS,"Diaguita Cordero, 1942",Diaguita,
1438492718,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Diaguita,,,GENUS,"Diaguita Cordero, 1942",Diaguita,
1438492717,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492716,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492715,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492714,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
1438492713,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
1438492712,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492711,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492710,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
1438492709,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492708,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492707,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492706,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossodrilus,,,GENUS,"Glossodrilus Cognetti de Martiis, 1905",Glossodrilus,
1438492705,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492704,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492703,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492702,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492701,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492700,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
1438492699,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492698,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492697,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492696,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492695,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492694,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492693,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492692,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492691,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492690,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492689,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492688,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492687,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492686,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492685,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492684,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492683,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492682,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492681,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492680,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492679,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492678,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492677,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
1438492676,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492675,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossodrilus,,,GENUS,"Glossodrilus Cognetti de Martiis, 1905",Glossodrilus,
1438492674,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,,,GENUS,"Rhinodrilus Perrier, 1872",Rhinodrilus,
1438492673,Animalia,Annelida,Polychaeta,,Magelonidae,Magelona,,,GENUS,"Magelona F.Müller, 1858",Magelona,
1438492672,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492671,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492670,Animalia,Annelida,Polychaeta,,Capitellidae,Mediomastus,,,GENUS,"Mediomastus Hartman, 1944",Mediomastus,
1438492669,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492668,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492667,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella ovincola,,SPECIES,"Capitella ovincola Hartman, 1947",Capitella ovincola,
1438492666,Animalia,Annelida,Polychaeta,,Melinnidae,Isolda,Isolda pulchella,,SPECIES,"Isolda pulchella Müller, 1858",Isolda pulchella,
1438492665,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492664,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492663,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492662,Animalia,Annelida,Polychaeta,,Orbiniidae,Leodamas,,,GENUS,"Leodamas Kinberg, 1866",Leodamas,
1438492661,Animalia,Annelida,Polychaeta,,Spionidae,Boccardiella,,,GENUS,"Boccardiella Blake & Kudenov, 1978",Bocardiella,
1438492660,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492659,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492658,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492657,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492656,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492655,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492654,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492653,Animalia,Annelida,Polychaeta,,Terebellidae,Loimia,,,GENUS,"Loimia Malmgren, 1866",Loimia,
1438492652,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492651,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,,,GENUS,"Rhinodrilus Perrier, 1872",Rhinodrilus,
1438492650,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492649,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492648,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492647,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,,,GENUS,"Phyllodoce Lamarck, 1818",Phyllodoce,
1438492646,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Andiorrhinus,,,GENUS,Andiorrhinus (Quibario) Quibario,Andiorrhinus,
1438492645,Animalia,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,,SPECIES,"Capitella capitata (Fabricius, 1780)",Capitella capitata,
1438492644,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492643,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta succinea,,SPECIES,"Neanthes succinea (Leuckart, 1847)",Neanthes succinea,
1438492642,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta succinea,,SPECIES,"Neanthes succinea (Leuckart, 1847)",Neanthes succinea,
1438492641,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492640,Animalia,Annelida,Polychaeta,Sabellida,Sabellariidae,Sabellaria,Sabellaria wilsoni,,SPECIES,"Sabellaria wilsoni Lana & Gruet, 1989",Sabellaria wilsoni,
1438492639,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Chaetacanthus,,,GENUS,"Chaetacanthus Seidler, 1922",Chaetacanthus,
1438492638,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Hemipodia,,,GENUS,"Hemipodus Quatrefages, 1866",Hemipodus,
1438492637,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,,,GENUS,"Pontoscolex Schmarda, 1861",Pontoscolex,
